,Visib_miles,Humidity,Cloud,Feels_like_c,wind_north_direction,snow_or_not
0,0.0,6.0,0.7142857142857142,0,no,no_snow
1,0.0,6.0,0.6883116883116884,0,no,no_snow
2,0.0,6.0,0.6623376623376624,0,no,no_snow
3,0.0,6.0,0.5454545454545454,0,no,no_snow
4,0.0,6.0,0.5324675324675325,0,no,no_snow
5,0.0,6.0,0.4935064935064935,0,no,no_snow
6,0.0,6.0,0.4805194805194805,0,no,no_snow
7,0.0,6.0,0.5194805194805194,0,no,no_snow
8,0.0,6.0,0.5714285714285714,0,no,no_snow
9,0.0,6.0,0.5974025974025974,0,no,no_snow
10,0.0,6.0,0.6493506493506493,0,no,no_snow
11,0.0,6.0,0.6493506493506493,0,yes,no_snow
12,0.0,6.0,0.6623376623376624,0,no,no_snow
13,0.0,6.0,0.6493506493506493,0,no,no_snow
14,0.0,6.0,0.5974025974025974,0,no,no_snow
15,0.0,6.0,0.6103896103896105,0,no,no_snow
16,0.0,6.0,0.6753246753246753,0,yes,no_snow
17,0.0,6.0,0.7272727272727273,0,yes,no_snow
18,0.0,6.0,0.7402597402597402,0,no,no_snow
19,0.0,6.0,0.6753246753246753,0,no,no_snow
20,0.0,6.0,0.6103896103896105,0,no,no_snow
21,0.0,6.0,0.6493506493506493,0,no,no_snow
22,0.0,6.0,0.7532467532467533,0,no,no_snow
23,0.0,6.0,0.7142857142857142,0,no,no_snow
24,0.0,6.0,0.5844155844155845,0,no,no_snow
25,0.0,6.0,0.5324675324675325,0,no,no_snow
26,0.0,6.0,0.4935064935064935,0,no,no_snow
27,0.0,6.0,0.45454545454545453,0,no,no_snow
28,0.0,6.0,0.41558441558441556,0,no,no_snow
29,0.0,6.0,0.3896103896103896,0,no,no_snow
30,0.0,6.0,0.3636363636363636,0,no,no_snow
31,0.0,6.0,0.3376623376623376,0,no,no_snow
32,0.0,6.0,0.31168831168831174,0,no,no_snow
33,0.0,6.0,0.32467532467532473,0,no,no_snow
34,0.0,6.0,0.40259740259740256,0,no,no_snow
35,0.0,6.0,0.5324675324675325,0,no,no_snow
36,0.0,6.0,0.7012987012987013,1,no,no_snow
37,0.0,6.0,0.2337662337662338,0,no,no_snow
38,0.0,6.0,0.2207792207792208,0,no,no_snow
39,0.0,6.0,0.8441558441558441,0,no,no_snow
40,0.0,6.0,0.28571428571428575,21,yes,no_snow
41,0.0,6.0,0.3376623376623376,100,no,no_snow
42,0.0,6.0,0.7012987012987013,5,no,no_snow
43,0.0,6.0,0.4675324675324675,5,no,no_snow
44,0.0,6.0,0.4675324675324675,28,no,no_snow
45,0.0,6.0,0.6103896103896105,95,no,no_snow
46,0.0,6.0,0.44155844155844154,32,no,no_snow
47,0.0,6.0,0.41558441558441556,18,no,no_snow
48,0.0,6.0,0.7012987012987013,100,no,no_snow
49,0.0,6.0,0.3506493506493506,88,no,no_snow
50,0.0,6.0,0.31168831168831174,32,no,no_snow
51,0.0,6.0,0.5974025974025974,100,no,no_snow
52,0.0,6.0,0.28571428571428575,9,no,no_snow
53,0.0,6.0,0.31168831168831174,94,no,no_snow
54,0.0,6.0,0.5064935064935066,100,no,no_snow
55,0.0,6.0,0.32467532467532473,3,no,no_snow
56,0.0,6.0,0.31168831168831174,52,no,no_snow
57,0.0,6.0,0.5584415584415585,91,no,no_snow
58,0.0,6.0,0.24675324675324678,0,no,no_snow
59,0.0,6.0,0.18181818181818182,0,no,no_snow
60,0.0,6.0,0.3636363636363636,0,no,no_snow
61,0.0,6.0,0.12987012987012986,0,no,no_snow
62,0.0,6.0,0.15584415584415584,1,no,no_snow
63,0.0,6.0,0.28571428571428575,0,no,no_snow
64,0.0,6.0,0.25974025974025977,10,no,no_snow
65,0.0,6.0,0.28571428571428575,13,no,no_snow
66,0.0,6.0,0.31168831168831174,0,no,no_snow
67,0.0,6.0,0.32467532467532473,3,no,no_snow
68,0.0,6.0,0.32467532467532473,3,no,no_snow
69,0.0,6.0,0.41558441558441556,0,no,no_snow
70,0.0,6.0,0.32467532467532473,2,no,no_snow
71,0.0,6.0,0.29870129870129875,3,no,no_snow
72,0.0,6.0,0.5194805194805194,5,no,no_snow
73,0.0,6.0,0.29870129870129875,5,no,no_snow
74,0.0,6.0,0.29870129870129875,7,no,no_snow
75,0.0,6.0,0.6233766233766234,95,no,no_snow
76,0.0,6.0,0.28571428571428575,67,no,no_snow
77,0.0,6.0,0.28571428571428575,100,no,no_snow
78,0.0,6.0,0.5324675324675325,43,no,no_snow
79,0.0,6.0,0.27272727272727276,18,no,no_snow
80,0.0,6.0,0.25974025974025977,19,no,no_snow
81,0.0,6.0,0.31168831168831174,13,no,no_snow
82,0.0,6.0,0.18181818181818182,2,no,no_snow
83,0.0,6.0,0.14285714285714285,2,no,no_snow
84,0.0,6.0,0.5194805194805194,0,no,no_snow
85,0.0,6.0,0.10389610389610388,0,no,no_snow
86,0.0,6.0,0.09090909090909088,0,no,no_snow
87,0.0,6.0,0.09090909090909088,3,no,no_snow
88,0.0,6.0,0.18181818181818182,4,no,no_snow
89,0.0,6.0,0.27272727272727276,3,no,no_snow
90,0.0,6.0,0.3636363636363636,2,no,no_snow
91,0.0,6.0,0.3896103896103896,2,no,no_snow
92,0.0,6.0,0.3896103896103896,1,no,no_snow
93,0.0,6.0,0.3896103896103896,1,no,no_snow
94,0.0,6.0,0.3636363636363636,0,no,no_snow
95,0.0,6.0,0.3376623376623376,0,no,no_snow
96,0.0,6.0,0.28571428571428575,0,no,no_snow
97,0.0,6.0,0.25974025974025977,0,no,no_snow
98,0.0,6.0,0.25974025974025977,2,no,no_snow
99,0.0,6.0,0.29870129870129875,6,no,no_snow
100,0.0,6.0,0.3636363636363636,8,no,no_snow
101,0.0,6.0,0.44155844155844154,15,no,no_snow
102,0.0,6.0,0.4805194805194805,22,no,no_snow
103,0.0,6.0,0.41558441558441556,10,no,no_snow
104,0.0,6.0,0.3766233766233766,20,no,no_snow
105,0.0,6.0,0.3636363636363636,22,no,no_snow
106,0.0,6.0,0.32467532467532473,9,yes,no_snow
107,0.0,6.0,0.27272727272727276,5,no,no_snow
108,0.0,6.0,0.2207792207792208,4,no,no_snow
109,0.0,6.0,0.16883116883116883,11,no,no_snow
110,0.0,6.0,0.09090909090909088,14,no,no_snow
111,0.0,6.0,0.0649350649350649,11,no,no_snow
112,0.0,6.0,0.0649350649350649,15,no,no_snow
113,0.0,6.0,0.07792207792207789,14,no,no_snow
114,0.0,6.0,0.11688311688311687,6,yes,no_snow
115,0.0,6.0,0.14285714285714285,3,no,no_snow
116,0.0,6.0,0.16883116883116883,13,no,no_snow
117,0.0,6.0,0.18181818181818182,3,no,no_snow
118,0.0,6.0,0.2077922077922078,0,no,no_snow
119,0.0,6.0,0.24675324675324678,2,no,no_snow
120,0.0,6.0,0.27272727272727276,3,no,no_snow
121,0.0,6.0,0.25974025974025977,3,no,no_snow
122,0.0,6.0,0.25974025974025977,3,no,no_snow
123,0.0,6.0,0.24675324675324678,3,no,no_snow
124,0.0,6.0,0.28571428571428575,2,no,no_snow
125,0.0,6.0,0.31168831168831174,2,no,no_snow
126,0.0,6.0,0.3376623376623376,2,no,no_snow
127,0.0,6.0,0.32467532467532473,1,no,no_snow
128,0.0,6.0,0.29870129870129875,1,no,no_snow
129,0.0,6.0,0.28571428571428575,0,no,no_snow
130,0.0,6.0,0.2077922077922078,0,no,no_snow
131,0.0,6.0,0.14285714285714285,0,no,no_snow
132,0.0,6.0,0.07792207792207789,0,no,no_snow
133,0.0,6.0,0.0649350649350649,0,no,no_snow
134,0.0,6.0,0.03896103896103892,0,no,no_snow
135,0.0,6.0,0.025974025974025927,0,no,no_snow
136,0.0,6.0,0.07792207792207789,0,no,no_snow
137,0.0,6.0,0.12987012987012986,0,no,no_snow
138,0.0,6.0,0.18181818181818182,0,no,no_snow
139,0.0,6.0,0.2207792207792208,0,no,no_snow
140,0.0,6.0,0.25974025974025977,0,no,no_snow
141,0.0,6.0,0.29870129870129875,0,no,no_snow
142,0.0,6.0,0.27272727272727276,0,no,no_snow
143,0.0,6.0,0.24675324675324678,0,no,no_snow
144,0.0,6.0,0.2337662337662338,0,no,no_snow
145,0.0,6.0,0.2207792207792208,0,no,no_snow
146,0.0,6.0,0.2077922077922078,0,no,no_snow
147,0.0,6.0,0.19480519480519481,0,no,no_snow
148,0.0,6.0,0.19480519480519481,0,no,no_snow
149,0.0,6.0,0.19480519480519481,0,no,no_snow
150,0.0,6.0,0.18181818181818182,0,no,no_snow
151,0.0,6.0,0.16883116883116883,0,no,no_snow
152,0.0,6.0,0.15584415584415584,0,no,no_snow
153,0.0,6.0,0.14285714285714285,0,no,no_snow
154,0.0,6.0,0.10389610389610388,11,no,no_snow
155,0.0,6.0,0.0649350649350649,21,no,no_snow
156,0.0,6.0,0.012987012987012991,32,no,no_snow
157,0.0,6.0,0.025974025974025927,32,no,no_snow
158,0.0,6.0,0.025974025974025927,32,no,no_snow
159,0.0,6.0,0.03896103896103892,32,no,no_snow
160,0.0,6.0,0.07792207792207789,24,no,no_snow
161,0.0,6.0,0.12987012987012986,15,no,no_snow
162,0.0,6.0,0.18181818181818182,7,yes,no_snow
163,0.0,6.0,0.2207792207792208,6,no,no_snow
164,0.0,6.0,0.27272727272727276,5,no,no_snow
165,0.0,6.0,0.31168831168831174,4,yes,no_snow
166,0.0,6.0,0.29870129870129875,6,no,no_snow
167,0.0,6.0,0.27272727272727276,8,no,no_snow
168,0.68,6.0,0.25974025974025977,10,no,no_snow
169,0.68,6.0,0.24675324675324678,15,no,no_snow
170,0.68,6.0,0.2337662337662338,20,no,no_snow
171,0.68,6.0,0.2207792207792208,25,no,no_snow
172,0.68,6.0,0.2207792207792208,23,no,no_snow
173,0.68,6.0,0.2077922077922078,21,no,no_snow
174,0.68,6.0,0.19480519480519481,19,no,no_snow
175,0.68,6.0,0.18181818181818182,12,no,no_snow
176,0.68,6.0,0.16883116883116883,6,no,no_snow
177,0.68,6.0,0.15584415584415584,0,no,no_snow
178,0.68,6.0,0.14285714285714285,0,no,no_snow
179,0.68,6.0,0.12987012987012986,0,no,no_snow
180,0.68,6.0,0.11688311688311687,0,no,no_snow
181,0.68,6.0,0.12987012987012986,2,no,no_snow
182,0.68,6.0,0.14285714285714285,4,no,no_snow
183,0.68,6.0,0.15584415584415584,6,no,no_snow
184,0.68,6.0,0.2207792207792208,12,no,no_snow
185,0.68,6.0,0.27272727272727276,18,yes,no_snow
186,0.68,6.0,0.3376623376623376,24,yes,no_snow
187,0.68,5.0,0.5194805194805194,39,yes,chance_of_snow
188,0.68,4.0,0.6883116883116884,54,yes,chance_of_snow
189,0.68,3.0,0.8571428571428572,69,yes,chance_of_snow
190,0.68,2.0,0.8701298701298701,73,yes,chance_of_snow
191,0.68,1.0,0.8831168831168832,76,yes,chance_of_snow
192,7.74,1.0,0.8831168831168832,80,yes,chance_of_snow
193,7.74,1.0,0.8961038961038961,87,yes,chance_of_snow
194,7.74,1.0,0.8961038961038961,93,yes,chance_of_snow
195,7.74,1.0,0.8961038961038961,99,yes,chance_of_snow
196,7.74,1.0,0.8961038961038961,99,yes,chance_of_snow
197,7.74,1.0,0.8961038961038961,99,yes,chance_of_snow
198,7.74,1.0,0.9090909090909092,99,yes,chance_of_snow
199,7.74,1.0,0.8961038961038961,96,yes,chance_of_snow
200,7.74,1.0,0.8961038961038961,94,yes,chance_of_snow
201,7.74,1.0,0.8961038961038961,91,yes,chance_of_snow
202,7.74,1.0,0.8571428571428572,94,yes,chance_of_snow
203,7.74,1.0,0.8181818181818181,97,yes,chance_of_snow
204,7.74,1.0,0.7922077922077921,100,yes,chance_of_snow
205,7.74,1.0,0.7402597402597402,100,yes,chance_of_snow
206,7.74,1.0,0.6883116883116884,100,yes,chance_of_snow
207,7.74,1.0,0.6493506493506493,100,yes,chance_of_snow
208,7.74,2.0,0.6753246753246753,100,yes,chance_of_snow
209,7.74,3.0,0.7012987012987013,100,yes,chance_of_snow
210,7.74,4.0,0.7272727272727273,100,yes,chance_of_snow
211,7.74,3.0,0.7402597402597402,100,yes,chance_of_snow
212,7.74,2.0,0.7532467532467533,100,yes,chance_of_snow
213,7.74,1.0,0.7662337662337662,100,yes,chance_of_snow
214,7.74,2.0,0.7922077922077921,100,yes,chance_of_snow
215,7.74,3.0,0.8311688311688312,100,yes,chance_of_snow
216,1.28,4.0,0.8571428571428572,100,yes,chance_of_snow
217,1.28,3.0,0.8701298701298701,94,yes,chance_of_snow
218,1.28,2.0,0.8831168831168832,89,yes,chance_of_snow
219,1.28,1.0,0.8831168831168832,83,yes,chance_of_snow
220,1.28,2.0,0.8831168831168832,74,yes,chance_of_snow
221,1.28,3.0,0.8701298701298701,66,yes,chance_of_snow
222,1.28,4.0,0.8571428571428572,57,no,chance_of_snow
223,1.28,4.0,0.8441558441558441,65,no,chance_of_snow
224,1.28,4.0,0.8441558441558441,73,no,chance_of_snow
225,1.28,4.0,0.8311688311688312,81,no,chance_of_snow
226,1.28,3.0,0.7792207792207793,78,no,chance_of_snow
227,1.28,3.0,0.7142857142857142,76,no,chance_of_snow
228,1.28,3.0,0.6623376623376624,73,no,chance_of_snow
229,1.28,3.0,0.6363636363636365,75,no,chance_of_snow
230,1.28,3.0,0.6103896103896105,76,no,chance_of_snow
231,1.28,4.0,0.5844155844155845,78,no,chance_of_snow
232,1.28,4.0,0.6363636363636365,80,no,chance_of_snow
233,1.28,4.0,0.6883116883116884,83,no,chance_of_snow
234,1.28,4.0,0.7272727272727273,85,no,chance_of_snow
235,1.28,4.0,0.7532467532467533,61,no,chance_of_snow
